Restaurant Name,City,Address,Locality,Locality Verbose,Cuisines,Average Cost for two,Price range,Aggregate rating,Rating text,cost type
Chinese Bistro,Gurgaon,"Food Court, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",Chinese,600,2,2.9,Average,average
Dunkin' Donuts,Gurgaon,"Unit 2, Ground Floor, Amenity Block, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon","Burger, Desserts, Fast Food",600,2,3.4,Average,average
Madras Coffee House,Gurgaon,"Unit 7, SEZ Block 4 Aminity, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",South Indian,300,1,3,Average,average
McDonald's,Gurgaon,"3, Ground Floor, Amenity Block, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon","Fast Food, Burger",500,2,3.3,Average,average
Nukkadwala,Gurgaon,"Unit 7, SEZ Block 4 Aminity, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon","Fast Food, Street Food",300,1,3.2,Average,average
Salad Chef,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon","Healthy Food, Fast Food, Salad",400,1,3.2,Average,average
Subway,Gurgaon,"Food Court, Ground Floor, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon","American, Fast Food, Salad, Healthy Food",500,2,3.3,Average,average
Tea Halt,Gurgaon,"Food Court, Basement, Amenity Block, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",Cafe,400,1,2.7,Average,average
The Kachori Co.,Gurgaon,"Amenity Block, Unitech Infospace, Old Delhi-Gurgaon Road, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",Street Food,200,1,2.5,Average,cheap
Urban Dhaba,Gurgaon,"Food Court, Basement 1, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",North Indian,700,2,3.2,Average,expensive
A Piece of Paris,Gurgaon,"Next to Citibank ATM, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon","Desserts, Bakery",600,2,3.9,Good,average
Chaayos,Gurgaon,"Amenity Block, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon","Cafe, Tea",400,1,3.8,Good,average
Doughlicious,Gurgaon,"Unit 11, Ground Floor, Amenity Block, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon","Bakery, Desserts, Fast Food",550,2,3.6,Good,average
Eggers Madhouse,Gurgaon,"15, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",Fast Food,500,2,3.7,Good,average
Live Wok,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon","Chinese, Asian, Thai",500,2,3.6,Good,average
Orange Chopsticks,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon","Chinese, Thai, Asian",1300,3,3.5,Good,expensive
Pizzoccheri,Gurgaon,"Block 4, Unitech Infospace, Opposite IDPL, Old Delhi Gurgaon Road, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon","Fast Food, Pizza",800,2,3.6,Good,expensive
Creamy Innovation,Gurgaon,"Counter 7, Food Court, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",Bakery,500,2,0,Not rated,average
Dosa Republic,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",South Indian,300,1,0,Not rated,average
Giani's,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon","Ice Cream, Desserts",250,1,0,Not rated,cheap
Chai Point,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon","Tea, Fast Food",200,1,2.4,Poor,cheap
Latitude - Vivanta By Taj,Gurgaon,"Vivanta by Taj, Near HUDA City Center Metro Station, Sector 44, Gurgaon","Vivanta by Taj, Sector 44, Gurgaon","Vivanta by Taj, Sector 44, Gurgaon, Gurgaon","North Indian, Mediterranean, European, Asian, Chinese, Pizza",3500,4,3.8,Good,expensive
Thai Pavilion - Vivanta By Taj,Gurgaon,"Vivanta by Taj, Near HUDA City Center Metro Station, Sector 44, Gurgaon","Vivanta by Taj, Sector 44, Gurgaon","Vivanta by Taj, Sector 44, Gurgaon, Gurgaon","Thai, Asian",4000,4,4,Very Good,expensive
3H Kitchen,Gurgaon,"B-70, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon","North Indian, Chinese",600,2,2.9,Average,average
Manish Sweets & Bakers,Gurgaon,"Shop 59, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon","Mithai, Bakery, Street Food",200,1,2.8,Average,cheap
Oasis Kitchen,Gurgaon,"S-161, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon","Chinese, North Indian",250,1,2.9,Average,cheap
Ramchandra Chinese Food,Gurgaon,"C-145, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon","Chinese, Fast Food",250,1,2.7,Average,cheap
Sona Chinese,Gurgaon,"C-124, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",Chinese,400,1,2.8,Average,average
The Pastry Hut,Gurgaon,"S-73, Palam Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon","Bakery, Desserts",150,1,2.9,Average,cheap
Aggarwal Sweets & Restaurant,Gurgaon,"B-89, Vyaapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",Mithai,100,1,0,Not rated,cheap
Bhoomika,Gurgaon,"39, Ground Floor, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon","Bakery, Desserts",250,1,2.9,Average,cheap
FoodZilla,Gurgaon,"UGF-126, 1st Floor, Vyapar Kendra, C Block, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon","Chinese, Assamese",700,2,3.3,Average,expensive
Goli Vada Pav No. 1,Gurgaon,"180, Ground Floor, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",Street Food,150,1,3.4,Average,cheap
Indo Chinese,Gurgaon,"178, Ground Floor, Vyapar Kendra, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon","North Indian, Chinese",200,1,3.2,Average,cheap
Kathi Junction,Gurgaon,"GF-23, Ground Floor, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",Fast Food,400,1,3,Average,average
Romi da Dhaba,Gurgaon,"GF-177, Sushant Vyapar Kendra, Sushant Lok 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",North Indian,550,2,3.1,Average,average
Shamji Snacks,Gurgaon,"54, Vyapar Kendra, Block C, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon","Mithai, Street Food, South Indian, Chinese, North Indian",400,1,2.7,Average,average
The Lunch Break,Gurgaon,"UGF-9, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",North Indian,200,1,2.9,Average,cheap
Veg O Non,Gurgaon,"181, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",North Indian,650,2,3.1,Average,average
Alwar Sweets,Gurgaon,"GF-40, Opposite Mother Dairy, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon","Mithai, Street Food",200,1,3.5,Good,cheap
Bakers Oven,Gurgaon,"9, Ground Floor, Vyaapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon","Bakery, Desserts",600,2,3.6,Good,average
Burgzz Bee,Gurgaon,"GF-179, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon","Burger, Fast Food",250,1,3.6,Good,cheap
Chinese Corner,Gurgaon,"GF-174, Vyapar Kendra, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon","Chinese, Thai",500,2,3.6,Good,average
Iroha,Gurgaon,"GF-144-146, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon","Bakery, Fast Food",400,1,3.7,Good,average
Chaudhary Burfi Wala,Gurgaon,"Shop 38, Vyapar Kendra, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon","Mithai, Street Food",150,1,0,Not rated,cheap
Curry 'n' Phulka,Gurgaon,"GF-1, Vyapar Kendra, Block C, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon","North Indian, Chinese",400,1,2.4,Poor,average
Wah Ji Wah,Gurgaon,"100, Ground Floor, Vyapar Kendra, C Block, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",North Indian,400,1,2.2,Poor,average
Woods Spice,Gurgaon,"Woods Resort, H Block, Greenwood City, Near Sector 45, Gurgaon","Woods Resort, Gurgaon","Woods Resort, Gurgaon, Gurgaon","Continental, North Indian",1300,3,3.2,Average,expensive
Mocha,Guwahati,"Anil Plaza 2, G.S Road, Christian Basti, Guwahati","Anil Plaza, Christian Basti","Anil Plaza, Christian Basti, Guwahati","Cafe, Italian",800,3,4.6,Excellent,expensive
Terra Mayaa Restaurant and Lounge,Guwahati,"6th Floor, Anil Plaza 2, G.S. Road, Christian Basti, Guwahati","Anil Plaza, Christian Basti","Anil Plaza, Christian Basti, Guwahati","North Indian, Continental, Italian, Chinese",1400,3,3.9,Good,expensive
The Basement Cafí©,Guwahati,"R.G. Baruah Road, Near Guwahati Commerece College, Chandmari, Guwahati",Chandmari,"Chandmari, Guwahati",Cafe,600,2,4.7,Excellent,average
Strawberry Fields,Guwahati,"Chakradhar Villa, Opposite All India Radio, Chandmari, Guwahati",Chandmari,"Chandmari, Guwahati",Cafe,500,2,4.1,Very Good,average
Brooklyn Blues,Guwahati,"4th Floor, Dona Planet Mall, G. S. Road, Christian Basti, Guwahati",Christian Basti,"Christian Basti, Guwahati","Continental, European",1400,3,4.2,Very Good,expensive
Confucius,Guwahati,"Near VLCC, G.S. Road, Christian Basti, Guwahati",Christian Basti,"Christian Basti, Guwahati","Chinese, Thai",750,3,4.1,Very Good,expensive
The Woking Mama,Guwahati,"4th Floor, Dona Planet Multiplex Mall, D. Neog Path, GS Road, Christian Basti, Guwahati",Christian Basti,"Christian Basti, Guwahati","Chinese, Thai, Japanese, Asian",1300,3,4.4,Very Good,expensive
Underdoggs Sports Bar & Grill,Guwahati,"1st Floor, Central Mall, G.S. Road, Sree Nagar, Christian Basti, Guwahati",Christian Basti,"Christian Basti, Guwahati","North Indian, Continental",1650,4,4.4,Very Good,expensive
The Zouq : Resto-Cafe,Guwahati,"1st Floor, Royal Orchard, House 1, By Lane 2, Near Arohan and Passport Office, Dispur, Guwahati",Dispur,"Dispur, Guwahati","Cafe, North Indian, Italian",500,2,4.1,Very Good,average
BrewBakes,Guwahati,"Near Six Mile Flyover, above Domino's Pizza, Six Mile, Guwahati G.S. Road",Six Mile,"Six Mile, Guwahati","Cafe, Continental, Chinese",500,2,4,Very Good,average
Barbeque Nation,Guwahati,"2nd Floor, Adityam Building, Ulubari, Guwahati",Ulubari,"Ulubari, Guwahati",North Indian,1500,4,4.9,Excellent,expensive
Yo! China,Guwahati,"1st Floor, Adityam Building,Borthakur Mall Road, Ulubari, Guwahati",Ulubari,"Ulubari, Guwahati",Chinese,800,3,3.6,Good,expensive
4 Seasons,Guwahati,"Opposite Institute of Social Science, Bhuban Road, Uzan Bazaar, Guwahati",Uzan Bazaar,"Uzan Bazaar, Guwahati","Chinese, North Indian",300,1,3.6,Good,average
11th Avenue Cafe Bistro,Guwahati,"Opposite Assam State Museum, Dighalipukhuri, Tayabullah Road, Uzan Bazaar, Guwahati",Uzan Bazaar,"Uzan Bazaar, Guwahati","Cafe, American, Italian, Continental",400,2,4.1,Very Good,average
Cafí© Riverrun,Guwahati,"47, Mahatma Gandhi Road, Uzan Bazaar, FabIndia Building, Guwahati ",Uzan Bazaar,"Uzan Bazaar, Guwahati","Continental, Juices, Cafe, Desserts, Salad, Italian",500,2,4.2,Very Good,average
Fat Belly,Guwahati,"Opposite Rabindra Bhawan, GNB Road, Ambari, Dighalipukhuri East, Uzan Bazaar, Guwahati",Uzan Bazaar,"Uzan Bazaar, Guwahati","Asian, Chinese, Tibetan",500,2,4.1,Very Good,average
The Corner Cafe,Guwahati,"Navin Bhawan, Lamb Road, Ambari, Uzan Bazaar Guwahti, Uzan Bazaar, Guwahati",Uzan Bazaar,"Uzan Bazaar, Guwahati","Cafe, Continental",850,3,4.1,Very Good,expensive
Chung Fa,Guwahati,"Zoo Narengi Road, Geetanagar, Zoo Tiniali Area, Guwahati, Zoo Tiniali, Guwahati",Zoo Tiniali,"Zoo Tiniali, Guwahati",Chinese,600,2,4.3,Very Good,average
Shanghai Salsa,Guwahati,"37, 1st Floor, Hatigarh Chariali, Mother Teresa Road, Zoo Tiniali Area, Zoo Tiniali, Guwahati",Zoo Tiniali,"Zoo Tiniali, Guwahati","Continental, Fast Food, Chinese, Charcoal Grill, Mexican",1000,3,4,Very Good,expensive
Three Guys,Guwahati,"R.G.B Road, Zonali, Near Jonali Bus Stop, Zoo Tiniali, Guwahati",Zoo Tiniali,"Zoo Tiniali, Guwahati","Continental, North Indian, Chinese, Arabian, Thai",700,2,4.3,Very Good,expensive
Ziya,Guwahati,"Opposite 5th By-Lane, Mother Teresa Road, Zoo Road, Zoo Tiniali, Guwahati",Zoo Tiniali,"Zoo Tiniali, Guwahati","Continental, Chinese",700,2,4.3,Very Good,expensive
Exotica,Hyderabad,"Opposite Audi Showroom, 5th Floor, 12th Square Building, Road 12, Banjara Hills, Hyderabad","12th Square Building, Banjara Hills","12th Square Building, Banjara Hills, Hyderabad","Mughlai, North Indian, Chinese",1500,3,4.3,Very Good,expensive
AB's - Absolute Barbecues,Hyderabad,"No. 8-2-618/10-11,2nd Floor, Krishe Amethyst, Road No.1, Banjara Hills, Hyderabad",Banjara Hills,"Banjara Hills, Hyderabad","European, Mediterranean, North Indian",1500,3,4.9,Excellent,expensive
Chili's,Hyderabad,"Flat 48, Ground Floor, Opposite Vengal Rao Park, Road 1, Banjara Hills, Hyderabad",Banjara Hills,"Banjara Hills, Hyderabad","Mexican, American, Tex-Mex, Burger",1800,3,4.7,Excellent,expensive
The Fisherman's Wharf,Hyderabad,"304, Puppalaguda, Financial District,ISB - Outer Ring Road, Gachibowli, Hyderabad",Gachibowli,"Gachibowli, Hyderabad","Seafood, Continental, Goan, Asian, Andhra",1500,3,3.8,Good,expensive
Chili's,Hyderabad,"F 48, 1st Floor, Inorbit Mall, Hitech City, Hyderabad",Hitech City,"Hitech City, Hyderabad","Mexican, American, Tex-Mex, Burger",1800,3,4.6,Excellent,expensive
Pine & Dine,Hyderabad,"Plot 73, Jubilee Enclave, Hitech City, Hyderabad",Hitech City,"Hitech City, Hyderabad","North Indian, South Indian, Chinese",700,2,4,Very Good,expensive
Jonathan's Kitchen - Holiday Inn Express & Suites,Hyderabad,"Holiday Inn Express & Suites, Gachibowli, Hyderabad",Holiday Inn Express & Suites,"Holiday Inn Express & Suites, Hyderabad","North Indian, Japanese, Italian",1900,3,4.3,Very Good,expensive
AB's - Absolute Barbecues,Hyderabad,"Plot 483, 4th Floor, Pemmasani Complex, Bajaj Electronics Building, Near Madhapur Police Station, Road 36, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad","European, Mediterranean, North Indian",1500,3,4.9,Excellent,expensive
Coní_u,Hyderabad,"479/B, Road 21, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad","Bakery, Desserts",600,2,4.8,Excellent,average
Dock Forty Five,Hyderabad,"1067, Road 45, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad","Continental, Asian",1400,3,4.2,Very Good,expensive
Mocha Bar,Hyderabad,"161, Road 13, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad","North Indian, Continental, Italian",1200,3,4.2,Very Good,expensive
Olive Bistro,Hyderabad,"Road 46, Inside Durgam Cheruvu, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad","Mediterranean, Italian, European",2000,4,4.4,Very Good,expensive
Prost Brew Pub,Hyderabad,"882/A Road No 45, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad","Italian, Continental, Chinese",1200,3,4.1,Very Good,expensive
United Kitchens of India,Hyderabad,"Road 45, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad","North Indian, Andhra, Chettinad, Bengali, Mughlai, Chinese",1100,3,4.1,Very Good,expensive
Heart Cup Coffee,Hyderabad,"B 7 & 8, Jubilee Garden, Behind TCS Building, E Park, Kondapur, Hyderabad",Kondapur,"Kondapur, Hyderabad","Cafe, Continental, North Indian, Chinese",1800,3,4.2,Very Good,expensive
Churrolto,Hyderabad,"Ground Floor, Shop 3, Opposite IndusInd Bank, Madhapur Main Road, Madhapur, Hyderabad",Madhapur,"Madhapur, Hyderabad","Desserts, Cafe, Mexican",500,2,4.7,Excellent,average
The Grand Trunk Road,Hyderabad,"16, Image Garden Road, Madhapur, Hyderabad",Madhapur,"Madhapur, Hyderabad","North Indian, Chinese",1100,3,3.9,Good,expensive
Sahibäó»s Barbeque by Ohriäó»s,Hyderabad,"First Floor, Shilparamam Complex, Opposite Cyber Tower, Hitech City, Hyderabad",Ohri' Hitech City,"Ohri' Hitech City, Hyderabad","Hyderabadi, Awadhi",1400,3,4.1,Very Good,expensive
KYRO,Indore,"Fortune Aura Rooftop, 1,  Gurmeet Nagar, Bhawar Kuan Main Road, Bhawar Kuan, Indore",Bhawar Kuan,"Bhawar Kuan, Indore","North Indian, Chinese, Continental, Mediterranean, Asian",1300,3,3.7,Good,expensive
JAL - A Jungle Restaurant,Indore,"Behind Pushp Kunj Hospital, Khandwa Road, Bhawar Kuan, Indore",Bhawar Kuan,"Bhawar Kuan, Indore","North Indian, Chinese",850,3,4.1,Very Good,expensive
Oye24,Indore,"HIG-LIG, Indore",HIG-LIG,"HIG-LIG, Indore","North Indian, Chinese, South Indian",250,1,4.1,Very Good,cheap
Hobnob Gourmet Cafí©bar,Indore,"Infiniti Hotel, 1C/CA, Scheme 94, Vijay Nagar, Indore","Infiniti Hotel, Vijay Nagar","Infiniti Hotel, Vijay Nagar, Indore","Italian, Continental",1950,4,4.1,Very Good,expensive
Mangosteen Cafe,Indore,"4/5, 5th Floor, Pushpratna Solitaire, New Palasia, Indore",New Palasia,"New Palasia, Indore","Cafe, Fast Food, Italian, Mexican",700,2,3.9,Good,expensive
Mama Loca,Indore,"G-1, Princess Centre, 6/3, New Palasia, Indore",New Palasia,"New Palasia, Indore","Greek, Lebanese",1000,3,4.2,Very Good,expensive
Vidorra,Indore,"1001, Rooftop, Shekhar Central, Palasia Square, New Palasia, Indore",New Palasia,"New Palasia, Indore","North Indian, Chinese",1200,3,4,Very Good,expensive
Cafe Palette,Indore,"136, Saket, Old Palasia, Indore",Old Palasia,"Old Palasia, Indore","Cafe, Lebanese, Italian",800,3,3.8,Good,expensive
Nafees Restaurant,Indore,"30-B, Apollo Avenue, Old Palasia, Indore",Old Palasia,"Old Palasia, Indore","North Indian, Mughlai",850,3,4,Very Good,expensive
The Creative Kitchen - Radisson Blu Hotel,Indore,"Radisson Blu Hotel, 12, Scheme 94C, Ring Road, Vijay Nagar, Indore","Radisson Blu Hotel, Vijay Nagar","Radisson Blu Hotel, Vijay Nagar, Indore","North Indian, Continental, Mexican, Italian",2000,4,3.8,Good,expensive
Square - Sayaji Hotel,Indore,"Sayaji Hotel, H-1, Scheme 54, Vijay Nagar, Indore","Sayaji Hotel, Vijay Nagar","Sayaji Hotel, Vijay Nagar, Indore","North Indian, Chinese, Italian",1500,4,4.3,Very Good,expensive
Freito,Indore,"343-344, Rooftop, Scheme 54, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore","Mexican, Italian",650,2,3.1,Average,average
Cafe Terazza,Indore,"10th Floor, Airen Heights, Opposite C 21 Mall, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore","Cafe, Italian, Mexican, Chinese",700,2,3.9,Good,expensive
Cafe Yolo,Indore,"65, Scheme 78-II, Opposite Prestige College, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore","Cafe, Fast Food",650,2,3.8,Good,average
Just My Bakes,Indore,"5-B/F, Scheme 74C, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore","Cafe, Bakery",500,2,3.9,Good,average
10 Downing Street,Indore,"Second Floor, Malhar Mega Mall, AB Road, Scheme 54, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore","North Indian, Chinese",1500,4,4,Very Good,expensive
Cakesmith's Alley,Indore,"Shop 8, Scheme 78, Near Prestige College UG Campus, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore","Bakery, Cafe, Fast Food",400,2,4.3,Very Good,average
The Yellow Chilli,Indore,"Block B-3, Dhan Trident, Near Metro Tower, PU-4, Scheme 54, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore","North Indian, Mughlai, Seafood",1100,3,4.1,Very Good,expensive
Waffle House,Indore,"Shop 301, Satyaraj Building, Opposite Malhar Mall, A.B Road, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore","Cafe, Fast Food",500,2,4.3,Very Good,average
Mocha,Indore,"G-1 & 2, Prakrati Corporate Building, Race Course Area, YN Road, Indore",YN Road,"YN Road, Indore","Cafe, Continental, Italian, Street Food",800,3,4,Very Good,expensive
Tapri Central,Jaipur,"B4 E, 3rd Floor, Surana Jewellers, Opposite Central Park, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur","Cafe, Fast Food, Street Food",750,2,4.7,Excellent,expensive
Blackout,Jaipur,"Hotel Golden Oak, 9th Floor, Ahinsa Circle, Landmark Building, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur","North Indian, European, Continental, Finger Food",1650,3,3.9,Good,expensive
Mamu's Infusion,Jaipur,"101, D-46-B,First Floor, Mangalam Ambition Tower, Subhash Marg, Agresen Circle, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur","Italian, Chinese, Mexican, Thai, North Indian",1400,3,4,Very Good,expensive
Nibs Cafe,Jaipur,"B-16 Durgadas Colony, Next to MGF Mall, Bhawani Singh Road, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur","Cafe, Italian, Continental",750,2,4.4,Very Good,expensive
On The House,Jaipur,"E 145, Ramesh Marg, Behind Talwalkars, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur","Italian, Continental, Mexican, Cafe, Bakery",1300,3,4.4,Very Good,expensive
